Escenario,Mes 1,Mes,LS,CeCo,Concepto 1,Concepto,Monto
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,16072.98
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,25979.23
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7004 - Software,Software,1789.23
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7005 - Publicidad,Publicidad,29459.78
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,14385.57
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7015 - Materiales,Materiales,12953.61
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,166343.96
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,21897.17
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7005 - Publicidad,Publicidad,6270
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,33733.88
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7015 - Materiales,Materiales,14746.44
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,7.84
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,27687.98
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7005 - Publicidad,Publicidad,828.49
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,5007.91
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7015 - Materiales,Materiales,2926.77
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,7254.23
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690108001 - Alumnos OnLine,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,99855.41
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690108002 - Alumnos Connect,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,139199.45
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,9934.15
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7003 - Gastos de Viaje,Gastos de Viaje,4798.29
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7005 - Publicidad,Publicidad,1132.22
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,2900.35
Plan Operativo,Ago Acd AJ,Ago,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Ago Acd AJ,Ago,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,29343.3
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,4426.2
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7015 - Materiales,Materiales,7374.02
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7002 - Gastos de Operacion,Gastos de Operacion,1618.68
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7012 - IVA,IVA,242.8
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,459.9
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,39059.46
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7001 - Servicios,Servicios,5917.76
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,16536.67
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7003 - Gastos de Viaje,Gastos de Viaje,1466.02
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7005 - Publicidad,Publicidad,6270
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,1005.52
Plan Operativo,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,5260.2
Plan Operativo,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,8716.81
Plan Operativo,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,1432.77
Plan Operativo,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,6731.29
Plan Operativo,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,22787.45
Plan Operativo,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,4578.71
Plan Operativo,Ago Acd AJ,Ago,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,38874
Plan Operativo,Ago Acd AJ,Ago,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7012 - IVA,IVA,5831.1
Plan Operativo,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7002 - Gastos de Operacion,Gastos de Operacion,124.53
Plan Operativo,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,510.23
Plan Operativo,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,5747.5
Plan Operativo,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,26407.93
Plan Operativo,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,2572.39
Plan Operativo,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,8773.06
Plan Operativo,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7015 - Materiales,Materiales,13265.23
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,45588.13
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,70035.9
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,17343.6
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,3120.37
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,143679.78
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,22020.02
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,174636
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,26195.4
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,19970.27
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,34753.57
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,32883.8
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,2975.12
Plan Operativo,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,9614.81
Plan Operativo,Ago Acd AJ,Ago,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,238756.84
Plan Operativo,Ago Acd AJ,Ago,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,16416.65
Plan Operativo,Ago Acd AJ,Ago,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,32286.19
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7001 - Servicios,Servicios,23073.36
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,187360.28
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7003 - Gastos de Viaje,Gastos de Viaje,13511.54
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7005 - Publicidad,Publicidad,6830.91
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2519.9
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,36266.33
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7015 - Materiales,Materiales,3962.51
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7001 - Servicios,Servicios,3511.43
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,77804.73
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,8215.05
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7005 - Publicidad,Publicidad,9796.88
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,1078.35
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,16879.5
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7015 - Materiales,Materiales,6244.6
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7001 - Servicios,Servicios,1839.2
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,17238.37
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7005 - Publicidad,Publicidad,9796.88
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,718.9
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,4724.21
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7015 - Materiales,Materiales,404.39
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,20393.91
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7003 - Gastos de Viaje,Gastos de Viaje,17.34
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7005 - Publicidad,Publicidad,9796.88
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,772.93
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,5680.57
Plan Operativo,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7015 - Materiales,Materiales,404.39
Plan Operativo,Ago Acd AJ,Ago,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,5000
Plan Operativo,Ago Acd AJ,Ago,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,750
Plan Operativo,Ago Acd AJ,Ago,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Ago Acd AJ,Ago,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,1416017.13
Plan Operativo,Ago Acd AJ,Ago,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,29824.2
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,20479.46
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,9016.6
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7015 - Materiales,Materiales,158
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,121880.96
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,54976.73
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,5409.64
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,29709.05
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7015 - Materiales,Materiales,158
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,1100.62
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,3805.21
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,1026.12
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,133115
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,2102.3
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Sep Acd AJ,Sep,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,836
Plan Operativo,Sep Acd AJ,Sep,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Sep Acd AJ,Sep,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,11342.96
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,1617.99
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7015 - Materiales,Materiales,706.34
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7002 - Gastos de Operacion,Gastos de Operacion,5200
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7012 - IVA,IVA,780
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,459.9
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,5395.45
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,4932.04
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7005 - Publicidad,Publicidad,19332.5
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,740.92
Plan Operativo,Sep Acd AJ,Sep,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,4331.62
Plan Operativo,Sep Acd AJ,Sep,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7001 - Servicios,Servicios,12967.12
Plan Operativo,Sep Acd AJ,Sep,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,25886.88
Plan Operativo,Sep Acd AJ,Sep,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,5953.35
Plan Operativo,Sep Acd AJ,Sep,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7001 - Servicios,Servicios,7388.33
Plan Operativo,Sep Acd AJ,Sep,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,32214.03
Plan Operativo,Sep Acd AJ,Sep,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,6091.26
Plan Operativo,Sep Acd AJ,Sep,LS_22 - Desarrollo social,UF_5692204000 - Servicio Social,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,20875
Plan Operativo,Sep Acd AJ,Sep,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,82764
Plan Operativo,Sep Acd AJ,Sep,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7012 - IVA,IVA,12414.6
Plan Operativo,Sep Acd AJ,Sep,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7002 - Gastos de Operacion,Gastos de Operacion,8346.08
Plan Operativo,Sep Acd AJ,Sep,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,1743.46
Plan Operativo,Sep Acd AJ,Sep,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,25950.49
Plan Operativo,Sep Acd AJ,Sep,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,35819.74
Plan Operativo,Sep Acd AJ,Sep,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,5628.82
Plan Operativo,Sep Acd AJ,Sep,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,11943.23
Plan Operativo,Sep Acd AJ,Sep,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7015 - Materiales,Materiales,1728.43
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,29304.94
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,144515.14
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,26073.01
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7002 - Gastos de Operacion,Gastos de Operacion,3657.5
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,4572.92
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,143679.78
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,22786.53
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,174636
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,26195.4
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,19970.27
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,77994.62
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,39411.92
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,2975.12
Plan Operativo,Sep Acd AJ,Sep,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,17080.19
Plan Operativo,Sep Acd AJ,Sep,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,259836.68
Plan Operativo,Sep Acd AJ,Sep,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,17866.07
Plan Operativo,Sep Acd AJ,Sep,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,35046.08
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,22803.91
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2184.8
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,4456.17
